time,longitude,latitude,FireMask,LST_Day_1km,LST_Night_1km,Emis_31,Emis_32,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,u_component_of_wind_10m,v_component_of_wind_10m,region
1638835200000,-123.1949580641512,39.20697057539652,4.0,,,,,6744.5,6832.0,6394.0,6671.5,6591.5,5878.0,4147.0,283.20589510599774,283.3035202026367,285.5710366566976,0.33320871988932294,0.3199990590413411,0.3380362192789714,-0.10061454772949219,-0.32019980748494464,1
1638921600000,-123.1949580641512,39.20697057539652,3.5,,,,,4625.0,4766.5,4882.5,4718.0,4609.5,3830.0,2127.5,283.2026716868083,283.94963455200195,285.4839235941569,0.3308550516764323,0.321353276570638,0.3374614715576172,0.3780097961425781,-0.43773051102956134,1
1639008000000,-123.1949580641512,39.20697057539652,5.0,14225.0,,245.0,244.0,519.0,1894.5,297.0,533.5,1959.0,1553.5,803.5,281.9838104248047,283.20688247680664,285.3805338541667,0.3276844024658203,0.3221295674641927,0.33699289957682294,1.4446487426757812,-0.9553544123967489,1
1639094400000,-123.1949580641512,39.20697057539652,4.0,14173.5,,247.5,247.5,607.0,1910.5,321.0,637.0,2103.0,1651.0,923.5,279.35390599568683,281.44645563761395,285.1248016357422,0.32141876220703125,0.32152748107910156,0.33636474609375,0.7488139867782593,-1.0835187435150146,1
1639180800000,-123.1949580641512,39.20697057539652,4.0,,,,,6533.5,6672.5,6868.0,6554.0,6091.5,3717.5,2404.0,278.63186200459796,280.4305782318115,284.70240720113117,0.3171825408935547,0.3205006917317708,0.3357524871826172,-0.33189670244852704,0.06653646628061931,1
1639267200000,-123.1949580641512,39.20697057539652,4.0,,,,,7338.5,7314.5,7473.5,7395.5,6123.5,2573.5,1504.5,280.29812177022296,280.73401896158856,284.28761100769043,0.3867454528808594,0.34935569763183594,0.3354778289794922,-0.6405487060546875,1.525956153869629,1
1639353600000,-123.1949580641512,39.20697057539652,4.0,,13896.5,248.0,247.5,9179.0,9035.0,9381.5,9219.0,7427.5,3740.0,2213.5,280.58096567789715,281.43086369832355,284.0496705373128,0.4207019805908203,0.4073912302652995,0.33955637613932294,0.08845837910970052,1.5253082116444905,1
1639440000000,-123.1949580641512,39.20697057539652,3.5,13955.0,,246.0,246.0,1070.0,2323.5,818.5,1133.5,2331.5,1802.5,1078.0,277.7881724039714,279.8767261505127,283.7792390187581,0.4197012583414714,0.4221026102701823,0.36434364318847656,0.8039906819661459,-0.32857386271158856,1
1639526400000,-123.1949580641512,39.20697057539652,4.0,,,,,6774.5,6596.5,7355.0,6990.5,4664.5,2037.5,998.5,276.7385679880778,278.6049353281657,283.3126392364502,0.4079996744791667,0.4114449818929036,0.3710289001464844,-0.6545747121175131,0.9002116123835245,1
1639612800000,-123.1949580641512,39.20697057539652,4.0,14087.0,13869.0,249.0,248.5,838.0,2282.5,569.0,928.0,2278.5,1669.5,805.0,279.3056462605794,279.4087142944336,282.8877207438151,0.4163036346435547,0.4238300323486328,0.3965015411376953,0.7960694630940756,0.24165987968444824,1
